from,to,datetime
585-337-8204,784-882-5256,2017-10-17T06:07:42.270326
737-711-6365,186-729-3123,2017-04-08T15:26:24.499480
472-537-1905,310-498-2762,2017-06-18T07:09:54.858082
737-711-6365,829-644-5392,2017-08-28T20:11:45.018896
861-878-1772,810-044-1619,2017-03-17T08:20:45.862604
473-110-5271,179-506-3473,2017-01-11T21:37:47.052665
479-518-8841,861-878-1772,2017-07-19T21:23:24.871026
316-259-5236,145-788-8928,2017-09-20T11:54:57.982422
370-187-0070,822-885-9453,2017-10-23T21:04:04.688008
239-262-5534,648-457-8297,2017-03-26T19:35:12.234709
370-187-0070,879-692-2301,2017-10-18T03:37:29.361292
361-039-4345,965-814-3291,2017-02-12T11:54:13.120982
905-168-6189,284-762-6101,2017-01-30T21:04:47.345035
604-107-7176,845-198-2046,2017-12-25T23:51:20.596596
186-729-3123,376-226-1704,2017-02-22T12:51:35.069438
905-408-8460,367-042-6173,2017-03-01T09:37:05.288134
361-039-4345,310-498-2762,2017-09-30T12:52:05.020565
733-187-2959,898-177-6861,2017-09-12T03:14:07.829033
908-589-1859,235-176-4381,2017-04-20T09:46:42.697316
861-878-1772,986-821-7725,2017-10-15T17:18:37.562445
100-830-1428,990-633-6553,2017-08-09T18:21:17.854316
441-486-8744,610-263-7288,2017-05-14T21:48:03.223910
861-878-1772,271-788-9365,2017-01-28T16:42:51.087038
894-374-8558,905-168-6189,2017-05-12T13:53:33.197939
737-711-6365,186-729-3123,2017-01-21T19:07:51.794799
239-262-5534,455-854-3710,2017-01-25T02:16:45.842916
508-189-5066,218-810-9957,2017-02-13T04:32:44.080410
479-518-8841,562-069-8665,2017-03-28T03:36:50.328612
441-486-8744,683-712-6411,2017-10-07T21:06:26.508981
995-055-1114,905-168-6189,2017-08-11T03:45:37.611710
473-110-5271,441-486-8744,2017-04-06T05:40:23.971027
479-518-8841,813-488-7105,2017-10-14T21:49:31.603671
472-537-1905,573-488-8760,2017-03-02T16:37:00.342958
810-044-1619,561-817-9890,2017-03-03T13:34:57.853524
118-360-4135,221-827-1070,2017-11-03T15:48:22.722688
458-246-9608,648-457-8297,2017-05-30T04:16:54.382792
363-649-7771,186-729-3123,2017-10-26T18:45:30.759799
861-878-1772,508-189-5066,2017-09-05T13:04:00.791409
932-432-3898,479-518-8841,2017-10-19T08:32:26.170923
315-508-5665,733-187-2959,2017-03-22T06:45:39.302474
116-475-3164,894-374-8558,2017-03-25T20:07:40.512673
648-457-8297,675-012-7149,2017-11-17T23:20:51.576817
100-830-1428,608-079-4930,2017-06-05T13:33:05.725759
116-475-3164,315-508-5665,2017-07-06T05:24:38.396919
549-323-0194,960-664-8315,2017-03-13T03:29:29.735327
737-711-6365,829-644-5392,2017-07-14T00:29:42.738921
479-518-8841,328-866-0427,2017-05-01T11:44:23.853173
819-849-1804,727-551-2106,2017-10-04T07:16:08.591291
813-488-7105,296-845-8815,2017-11-09T12:31:56.331689
363-649-7771,995-055-1114,2017-02-07T01:09:47.283559
733-187-2959,310-498-2762,2017-01-31T02:40:13.178663
118-360-4135,562-069-8665,2017-03-06T23:03:19.290625
960-664-8315,559-713-1835,2017-09-16T13:25:41.652516
118-360-4135,976-174-4409,2017-08-30T19:56:54.459934
905-408-8460,367-042-6173,2017-10-13T12:30:31.591708
603-627-2229,932-432-3898,2017-05-22T20:03:42.565460
905-168-6189,733-187-2959,2017-10-12T12:00:36.525920
361-039-4345,648-457-8297,2017-07-30T02:30:24.442533
363-649-7771,328-866-0427,2017-04-12T03:58:12.423995
737-711-6365,145-788-8928,2017-06-11T10:06:48.869817
604-107-7176,608-079-4930,2017-05-09T02:47:00.132907
100-830-1428,376-226-1704,2017-06-10T01:09:56.787276
458-246-9608,221-827-1070,2017-02-12T16:54:55.020023
252-663-3819,221-827-1070,2017-07-04T00:34:06.289043
733-187-2959,604-107-7176,2017-10-15T13:30:07.558829
908-589-1859,561-817-9890,2017-06-11T11:20:15.922265
819-849-1804,753-124-4994,2017-05-01T11:04:39.404624
221-827-1070,116-475-3164,2017-02-01T12:19:14.756944
